OID_,GEOID,ALAND,AWATER,NAME,State,County,B01001_001E,B25002_001E,B25002_002E,B25002_003E,HOUSING_DENSITY,ADAPTIVE,DEVELOPMENT
1668,36081005700,223565.000000000000000,0.000000000000000,Census Tract 57,New York,Queens County,4461,2031,1777,254,9.084606266633864,13.2179241,167.2409668
1669,36081005900,190208.000000000000000,0.000000000000000,Census Tract 59,New York,Queens County,3956,1980,1672,308,10.409656796769852,12.7475252,141.2701416
1670,36081006100,195055.000000000000000,0.000000000000000,Census Tract 61,New York,Queens County,5474,3201,2569,632,16.410755940632129,11.8307762,84.0137634
1671,36081006300,212500.000000000000000,0.000000000000000,Census Tract 63,New York,Queens County,5715,3159,2619,540,14.865882352941176,10.4879036,109.4936142
1672,36081006501,111098.000000000000000,0.000000000000000,Census Tract 65.01,New York,Queens County,3242,2103,1569,534,18.929233649570651,10.0000000,84.1463394
1673,36081006502,153366.000000000000000,0.000000000000000,Census Tract 65.02,New York,Queens County,3923,2086,1839,247,13.601450125842756,10.0457850,99.3176498
1674,36081006900,210779.000000000000000,0.000000000000000,Census Tract 69,New York,Queens County,3912,2702,1629,1073,12.819113858591226,8.8259459,103.6153870
1675,36081007100,195064.000000000000000,0.000000000000000,Census Tract 71,New York,Queens County,3114,2302,1557,745,11.801254972726900,9.9921083,101.3013687
1676,36081007300,141560.000000000000000,0.000000000000000,Census Tract 73,New York,Queens County,3862,2952,2052,900,20.853348403503816,12.4379911,55.9490433
1677,36081007500,129226.000000000000000,0.000000000000000,Census Tract 75,New York,Queens County,4369,2538,2351,187,19.640010524197915,14.2624254,77.0000000
1678,36081007700,126677.000000000000000,0.000000000000000,Census Tract 77,New York,Queens County,2012,946,844,102,7.467811836402820,14.5648651,120.7517700
1679,36081007900,160507.000000000000000,0.000000000000000,Census Tract 79,New York,Queens County,2649,1882,1175,707,11.725345312042464,12.8617191,89.4972076
1680,36081008100,112322.000000000000000,0.000000000000000,Census Tract 81,New York,Queens County,1087,850,541,309,7.567529068214597,12.9301443,111.2661285
1681,36081008300,191339.000000000000000,0.000000000000000,Census Tract 83,New York,Queens County,2211,1565,901,664,8.179200267587895,10.2395878,108.3962250
1682,36081008500,273044.000000000000000,0.000000000000000,Census Tract 85,New York,Queens County,1141,470,373,97,1.721334290444031,14.2432604,102.8651352
1683,36081008700,253377.000000000000000,2387.000000000000000,Census Tract 87,New York,Queens County,3144,2173,1316,857,8.576153320940731,12.1775446,88.1999969
1684,36081009100,186329.000000000000000,0.000000000000000,Census Tract 91,New York,Queens County,2170,1568,1051,517,8.415222536481171,9.1586933,91.8048782
1685,36081009500,164511.000000000000000,0.000000000000000,Census Tract 95,New York,Queens County,2126,1176,831,345,7.148458157813156,7.6737885,103.8206558
1686,36081009700,201805.000000000000000,0.000000000000000,Census Tract 97,New York,Queens County,3997,1748,1493,255,8.661827011223707,9.0713072,138.8063049
1687,36081009900,249218.000000000000000,0.000000000000000,Census Tract 99,New York,Queens County,0,0,0,0,0.000000000000000,11.7316570,7.6051660
1688,36081010100,172758.000000000000000,0.000000000000000,Census Tract 101,New York,Queens County,2463,1076,930,146,6.228365690735017,9.1933565,148.2244873
1689,36081010300,250464.000000000000000,0.000000000000000,Census Tract 103,New York,Queens County,4397,2093,1936,157,8.356490353903157,8.0604925,122.5622787
1690,36081010500,198021.000000000000000,0.000000000000000,Census Tract 105,New York,Queens County,5073,1842,1757,85,9.302043722635478,8.1713419,108.7227249
1691,36081010701,1600761.000000000000000,1367482.000000000000000,Census Tract 107.01,New York,Queens County,0,0,0,0,0.000000000000000,7.2924771,9.6412001
1692,36081011100,150737.000000000000000,0.000000000000000,Census Tract 111,New York,Queens County,3108,1376,1233,143,9.128482058154269,7.7478704,145.2727203
1693,36081011300,178676.000000000000000,0.000000000000000,Census Tract 113,New York,Queens County,4558,1983,1780,203,11.098300835031006,8.5973158,92.0000000
1694,36081011500,185559.000000000000000,0.000000000000000,Census Tract 115,New York,Queens County,2498,1286,1093,193,6.930410273821264,9.7770081,137.4264679
1695,36081011700,212827.000000000000000,0.000000000000000,Census Tract 117,New York,Queens County,3850,1724,1531,193,8.100475973443219,9.7659836,133.5690308
1696,36081011900,111475.000000000000000,0.000000000000000,Census Tract 119,New York,Queens County,1516,771,669,102,6.916348957165284,9.1158867,132.3790283
1697,36081012100,137900.000000000000000,0.000000000000000,Census Tract 121,New York,Queens County,2041,1020,831,189,7.396664249456127,8.6499071,105.6753235
1698,36081012301,591516.000000000000000,0.000000000000000,Census Tract 123.01,New York,Queens County,2960,1386,1195,191,2.343131884851805,9.2056179,84.4285736
1699,36081012500,163049.000000000000000,0.000000000000000,Census Tract 125,New York,Queens County,1557,897,603,294,5.501413685456519,10.0743847,140.3901062
1700,36081013500,135758.000000000000000,0.000000000000000,Census Tract 135,New York,Queens County,1172,647,485,162,4.765833321056586,7.6420922,126.4256744
1701,36081013700,199933.000000000000000,0.000000000000000,Census Tract 137,New York,Queens County,1880,941,829,112,4.706576703195571,9.4533386,139.9642792
1702,36081014100,171071.000000000000000,0.000000000000000,Census Tract 141,New York,Queens County,1680,833,704,129,4.869323263440326,9.1436434,158.1947327
1703,36081014300,136506.000000000000000,0.000000000000000,Census Tract 143,New York,Queens County,3876,1847,1582,265,13.530540782090164,8.9442005,94.5000000
1704,36081014500,127743.000000000000000,0.000000000000000,Census Tract 145,New York,Queens County,2585,1204,1001,203,9.425173982136009,8.6109991,108.1549301
1705,36081014700,147950.000000000000000,0.000000000000000,Census Tract 147,New York,Queens County,2863,1570,1369,201,10.611693139574180,7.7074161,96.5696945
1706,36081014900,106596.000000000000000,0.000000000000000,Census Tract 149,New York,Queens County,2152,1096,959,137,10.281811700251415,7.9340835,174.7692261
1707,36081015100,133442.000000000000000,0.000000000000000,Census Tract 151,New York,Queens County,2832,1418,1208,210,10.626339533280376,5.9987144,97.6013489
1708,36081015300,121629.000000000000000,0.000000000000000,Census Tract 153,New York,Queens County,1884,1002,779,223,8.238166884542338,7.9395642,135.3333282
1709,36081015500,147508.000000000000000,0.000000000000000,Census Tract 155,New York,Queens County,2219,992,735,257,6.725058979851940,9.2935038,198.6000061
1710,36081015700,128464.000000000000000,0.000000000000000,Census Tract 157,New York,Queens County,1313,829,646,183,6.453169759621373,9.3137913,215.4335632
1711,36081015900,169686.000000000000000,0.000000000000000,Census Tract 159,New York,Queens County,3250,2122,1574,548,12.505451245241209,7.2857862,114.5714264
1712,36081016100,107688.000000000000000,0.000000000000000,Census Tract 161,New York,Queens County,2589,933,785,148,8.663917985290841,8.3570290,173.3801727
1713,36081016300,218241.000000000000000,0.000000000000000,Census Tract 163,New York,Queens County,3675,1754,1673,81,8.036986634042183,7.1173468,105.3442612
1714,36081016900,231080.000000000000000,0.000000000000000,Census Tract 169,New York,Queens County,5893,2823,2680,143,12.216548381512897,4.3576722,78.4285736
1715,36081018101,96143.000000000000000,0.000000000000000,Census Tract 181.01,New York,Queens County,4024,1879,1761,118,19.543804541152241,5.1733332,81.4205627
1716,36081018102,96555.000000000000000,0.000000000000000,Census Tract 181.02,New York,Queens County,3389,1921,1703,218,19.895396406193363,3.7546666,98.6666641
1717,36081018300,215023.000000000000000,0.000000000000000,Census Tract 183,New York,Queens County,5673,2498,2329,169,11.617361863614589,4.8180733,90.4789886
1718,36081018501,98520.000000000000000,0.000000000000000,Census Tract 185.01,New York,Queens County,3429,1789,1694,95,18.158749492488838,6.0625544,88.0363617
1719,36081018502,98394.000000000000000,0.000000000000000,Census Tract 185.02,New York,Queens County,3152,1688,1603,85,17.155517612862571,2.9695122,86.2018356
1720,36081018700,241454.000000000000000,0.000000000000000,Census Tract 187,New York,Queens County,2928,1138,996,142,4.713113056731302,8.9506388,138.2947693
1721,36081018900,217706.000000000000000,0.000000000000000,Census Tract 189,New York,Queens County,3401,1593,1293,300,7.317207610263383,8.3330717,167.2116241
1722,36081020500,587633.000000000000000,0.000000000000000,Census Tract 205,New York,Queens County,1300,435,383,52,0.740257950115123,10.1324682,12.2507648
1723,36081021900,1284075.000000000000000,107995.000000000000000,Census Tract 219,New York,Queens County,0,8,0,8,0.006230165683469,14.4917555,13.6283312
1724,36081022900,1340604.000000000000000,0.000000000000000,Census Tract 229,New York,Queens County,0,0,0,0,0.000000000000000,8.8634329,19.6707077
1725,36081024300,540128.000000000000000,0.000000000000000,Census Tract 243,New York,Queens County,5203,2228,2031,197,4.124948160436045,12.8302422,122.9498291
1726,36081024500,257660.000000000000000,0.000000000000000,Census Tract 245,New York,Queens County,5095,2128,2099,29,8.258945897694636,9.9564924,85.8131485
1727,36081024700,97621.000000000000000,0.000000000000000,Census Tract 247,New York,Queens County,1438,459,443,16,4.701857182368547,15.7541704,141.8365326
1728,36081024900,204083.000000000000000,0.000000000000000,Census Tract 249,New York,Queens County,4804,1962,1897,65,9.613735587971560,12.4304914,140.8141632
1729,36081025100,245619.000000000000000,0.000000000000000,Census Tract 251,New York,Queens County,6080,2576,2546,30,10.487787996856920,5.6017423,126.4909058
1730,36081025301,127193.000000000000000,0.000000000000000,Census Tract 253.01,New York,Queens County,4385,2021,1782,239,15.889239187691146,4.5360270,88.9714279
1731,36081025302,105029.000000000000000,0.000000000000000,Census Tract 253.02,New York,Queens County,3417,1305,1272,33,12.425139723314512,5.6486926,103.4615402
1732,36081025500,218248.000000000000000,0.000000000000000,Census Tract 255,New York,Queens County,1612,512,512,0,2.345955060298377,4.0804553,105.0126038
1733,36081025700,150587.000000000000000,0.000000000000000,Census Tract 257,New York,Queens County,1660,617,567,50,4.097299235657792,7.9340911,180.4709320
1734,36081025900,187189.000000000000000,0.000000000000000,Census Tract 259,New York,Queens County,3542,1326,1273,53,7.083749579302203,12.8754578,156.1019440
1735,36081026100,221606.000000000000000,0.000000000000000,Census Tract 261,New York,Queens County,7642,2445,2392,53,11.033094771802208,16.4530716,108.7651825
1736,36081026300,207862.000000000000000,0.000000000000000,Census Tract 263,New York,Queens County,5360,2435,2196,239,11.714502891341370,17.2769985,100.1587982
1737,36081026700,209798.000000000000000,0.000000000000000,Census Tract 267,New York,Queens County,5488,2536,2252,284,12.087817805698815,16.8504906,102.2198257
1738,36081026901,114213.000000000000000,0.000000000000000,Census Tract 269.01,New York,Queens County,5089,1623,1505,118,14.210291297838248,18.5187397,119.1259842
1739,36081026902,78481.000000000000000,0.000000000000000,Census Tract 269.02,New York,Queens County,3868,1525,1367,158,19.431454747008832,17.0370369,84.3370819
1740,36081027500,177626.000000000000000,0.000000000000000,Census Tract 275,New York,Queens County,6759,2462,2294,168,13.860583473140194,18.1884346,106.2806091
1741,36081027900,177155.000000000000000,0.000000000000000,Census Tract 279,New York,Queens County,7403,2662,2512,150,15.026389320086931,19.5727406,76.8730927
1742,36081028100,174441.000000000000000,0.000000000000000,Census Tract 281,New York,Queens County,6085,2637,2481,156,15.116858995305002,19.9238338,76.0829010
1743,36081028300,177715.000000000000000,0.000000000000000,Census Tract 283,New York,Queens County,7721,3435,3293,142,19.328700447345469,19.9990349,91.9644699
1744,36081028500,158104.000000000000000,0.000000000000000,Census Tract 285,New York,Queens County,5036,2162,2097,65,13.674543338561959,19.5382118,90.5852280
1745,36081028700,195625.000000000000000,0.000000000000000,Census Tract 287,New York,Queens County,7003,3143,2986,157,16.066453674121405,18.5363388,73.4272690
1746,36081028900,172620.000000000000000,0.000000000000000,Census Tract 289,New York,Queens County,5631,2101,2025,76,12.171243193141002,17.8550148,112.5210495
1747,36081029100,261476.000000000000000,0.000000000000000,Census Tract 291,New York,Queens County,6262,2619,2399,220,10.016215637381634,17.6679745,126.5275879
1748,36081029300,151336.000000000000000,0.000000000000000,Census Tract 293,New York,Queens County,1234,391,355,36,2.583654913569805,15.2124643,105.3053894
1749,36081029500,182968.000000000000000,0.000000000000000,Census Tract 295,New York,Queens County,3962,1903,1776,127,10.400725809977700,5.7903605,119.7931061
1750,36081029700,519215.000000000000000,0.000000000000000,Census Tract 297,New York,Queens County,1925,700,650,50,1.348189093150236,8.6346245,82.6689758
1751,36081029900,408255.000000000000000,0.000000000000000,Census Tract 299,New York,Queens County,0,0,0,0,0.000000000000000,7.7654710,17.2207508
1752,36081030903,351702.000000000000000,0.000000000000000,Census Tract 309.03,New York,Queens County,5083,2308,1552,756,6.562373827842889,17.4661636,122.3410263
1753,36081030904,414419.000000000000000,0.000000000000000,Census Tract 309.04,New York,Queens County,2691,1595,972,623,3.848761760440520,12.9500513,99.0844193
1754,36081031700,767638.000000000000000,0.000000000000000,Census Tract 317,New York,Queens County,5359,3040,2198,842,3.960199990099500,8.4964275,90.4140320
1755,36081032700,150852.000000000000000,0.000000000000000,Census Tract 327,New York,Queens County,3449,1471,884,587,9.751279399676504,18.5889702,111.7083359
1756,36081032900,436915.000000000000000,0.000000000000000,Census Tract 329,New York,Queens County,3253,1392,941,451,3.185974388611057,15.8211203,51.1180115
1757,36081033100,2837110.000000000000000,2193944.000000000000000,Census Tract 331,New York,Queens County,0,0,0,0,0.000000000000000,12.0489721,9.3322754
1758,36081033700,150842.000000000000000,0.000000000000000,Census Tract 337,New York,Queens County,2359,1335,755,580,8.850320202596095,18.7073860,104.7904205
1759,36081033900,150834.000000000000000,0.000000000000000,Census Tract 339,New York,Queens County,2773,1384,1124,260,9.175650052375458,19.3420162,98.1250000
1760,36081034700,382772.000000000000000,0.000000000000000,Census Tract 347,New York,Queens County,2923,1260,886,374,3.291776827981148,16.5700226,51.6705322
1761,36081035100,139241.000000000000000,0.000000000000000,Census Tract 351,New York,Queens County,3653,1791,1335,456,12.862590759905487,19.5942116,74.4090881
1762,36081035300,155114.000000000000000,0.000000000000000,Census Tract 353,New York,Queens County,2224,1053,696,357,6.788555514009051,18.5118713,127.2947998
1763,36081035700,618526.000000000000000,0.000000000000000,Census Tract 357,New York,Queens County,4037,1685,908,777,2.724218545380469,15.4759140,49.0903778
1764,36081036100,157376.000000000000000,0.000000000000000,Census Tract 361,New York,Queens County,2141,951,615,336,6.042852785685238,16.9559307,128.1751404
1765,36081036300,134893.000000000000000,0.000000000000000,Census Tract 363,New York,Queens County,2003,745,547,198,5.522895924918268,15.7242689,123.0872498
1766,36081036500,166196.000000000000000,0.000000000000000,Census Tract 365,New York,Queens County,2697,1215,713,502,7.310645262220511,17.0247040,85.2554321
1767,36081036700,195576.000000000000000,0.000000000000000,Census Tract 367,New York,Queens County,2157,940,659,281,4.806315703358285,16.3999119,115.1023254
1768,36081037100,187474.000000000000000,0.000000000000000,Census Tract 371,New York,Queens County,1289,718,476,242,3.829864407864557,14.9286041,122.5673065
1769,36081037300,237268.000000000000000,0.000000000000000,Census Tract 373,New York,Queens County,2293,798,525,273,3.363285398789555,15.2750273,68.2631607
1770,36081037700,146818.000000000000000,0.000000000000000,Census Tract 377,New York,Queens County,4141,854,777,77,5.816725469629064,16.2476692,139.3902435
1771,36081037900,197067.000000000000000,0.000000000000000,Census Tract 379,New York,Queens County,7012,1546,1501,45,7.845047623397120,18.1913223,125.6834869
1772,36081038100,285316.000000000000000,0.000000000000000,Census Tract 381,New York,Queens County,7058,1736,1632,104,6.084481767584012,14.6385651,140.8471375
1773,36081041100,137675.000000000000000,0.000000000000000,Census Tract 411,New York,Queens County,4376,1221,1194,27,8.868712547666606,19.1136646,119.6387100
1774,36081041300,158802.000000000000000,0.000000000000000,Census Tract 413,New York,Queens County,5070,1059,1038,21,6.668681754637850,18.3888893,167.0914307
1775,36081041500,170942.000000000000000,0.000000000000000,Census Tract 415,New York,Queens County,4787,1484,1429,55,8.681307110013922,16.4129448,108.7068100
1776,36081042700,170556.000000000000000,0.000000000000000,Census Tract 427,New York,Queens County,4859,1500,1471,29,8.794765355660312,15.7383461,109.9000015
1777,36081043701,145616.000000000000000,0.000000000000000,Census Tract 437.01,New York,Queens County,3229,800,776,24,5.493901769036370,15.7081366,124.1624985
1778,36081043702,175301.000000000000000,0.000000000000000,Census Tract 437.02,New York,Queens County,8641,2353,2167,186,13.422627366643660,16.7278938,84.6113968
1779,36081043900,164750.000000000000000,0.000000000000000,Census Tract 439,New York,Queens County,3377,1107,1034,73,6.719271623672231,16.1658001,103.3532639
1780,36081044301,133649.000000000000000,0.000000000000000,Census Tract 443.01,New York,Queens County,3658,1452,1262,190,10.864278819893901,16.7633095,67.3576126
1781,36081044302,277970.000000000000000,0.000000000000000,Census Tract 443.02,New York,Queens County,4272,1429,1260,169,5.140842536964421,19.6503544,154.6363678
1782,36081045500,148238.000000000000000,0.000000000000000,Census Tract 455,New York,Queens County,13798,4663,4502,161,31.456171831784022,18.5130138,37.5421677
1783,36081045700,150517.000000000000000,0.000000000000000,Census Tract 457,New York,Queens County,3849,1257,1123,134,8.351216141698279,19.5927181,117.5892868
1784,36081045900,136886.000000000000000,0.000000000000000,Census Tract 459,New York,Queens County,4357,1130,1021,109,8.255044343468288,19.9354229,132.0728455
1785,36081046100,112824.000000000000000,0.000000000000000,Census Tract 461,New York,Queens County,2429,765,653,112,6.780472239948947,18.8550835,170.0000000
1786,36081046300,159415.000000000000000,0.000000000000000,Census Tract 463,New York,Queens County,3791,1172,1057,115,7.351880312392184,18.6544876,123.9776535
1787,36081046500,129754.000000000000000,0.000000000000000,Census Tract 465,New York,Queens County,4618,1023,1007,16,7.884150006936203,18.6295319,125.3028183
1788,36081046700,141859.000000000000000,0.000000000000000,Census Tract 467,New York,Queens County,6202,2218,1943,275,15.635243445956901,17.5610638,76.7006378
1789,36081047100,158097.000000000000000,0.000000000000000,Census Tract 471,New York,Queens County,4486,1581,1472,109,10.000189756921385,17.3134499,124.0231247
1790,36081047300,198491.000000000000000,0.000000000000000,Census Tract 473,New York,Queens County,4383,1760,1607,153,8.866900766281594,19.6437817,137.7818146
1791,36081047500,281982.000000000000000,0.000000000000000,Census Tract 475,New York,Queens County,5178,1803,1587,216,6.394025150541524,19.5917931,150.6709290
1792,36081047900,392476.000000000000000,0.000000000000000,Census Tract 479,New York,Queens County,5829,1982,1721,261,5.049990317879310,18.8730087,140.3424683
1793,36081048100,139052.000000000000000,0.000000000000000,Census Tract 481,New York,Queens County,7140,2014,1856,158,14.483790236745964,17.3183212,92.6709671
1794,36081048500,317281.000000000000000,0.000000000000000,Census Tract 485,New York,Queens County,4255,1579,1447,132,4.976661067003697,18.2653179,157.6096802
1795,36081048900,362006.000000000000000,0.000000000000000,Census Tract 489,New York,Queens County,1609,532,506,26,1.469588901841406,17.5179577,63.4222221
1796,36081049301,164137.000000000000000,0.000000000000000,Census Tract 493.01,New York,Queens County,2467,808,749,59,4.922716998604824,16.1796761,117.7336960
1797,36081049302,269353.000000000000000,0.000000000000000,Census Tract 493.02,New York,Queens County,2992,1063,948,115,3.946494006006987,13.3506203,118.2894745
1798,36081049500,129036.000000000000000,0.000000000000000,Census Tract 495,New York,Queens County,1713,547,523,24,4.239127065315106,11.3370714,126.5000000
1799,36081049700,197569.000000000000000,0.000000000000000,Census Tract 497,New York,Queens County,2883,1042,894,148,5.274106767762149,17.0030346,145.3395386
1800,36081049900,462388.000000000000000,0.000000000000000,Census Tract 499,New York,Queens County,5705,1768,1608,160,3.823628640881684,17.2219753,132.3262177
1801,36081050500,116112.000000000000000,0.000000000000000,Census Tract 505,New York,Queens County,1895,642,567,75,5.529144274493593,19.0295429,149.1923065
1802,36081050700,372217.000000000000000,0.000000000000000,Census Tract 507,New York,Queens County,3717,1401,1346,55,3.763933404438808,17.5940590,123.4004822
1803,36081051100,273907.000000000000000,0.000000000000000,Census Tract 511,New York,Queens County,2562,835,774,61,3.048479958526069,8.5092220,53.3278160
1804,36081051300,193536.000000000000000,0.000000000000000,Census Tract 513,New York,Queens County,2843,888,831,57,4.588293650793651,14.2507744,133.7014160
1805,36081051500,224365.000000000000000,0.000000000000000,Census Tract 515,New York,Queens County,3565,1298,1165,133,5.785216054197402,10.6948051,105.9960022
1806,36081051700,254179.000000000000000,0.000000000000000,Census Tract 517,New York,Queens County,1816,887,699,188,3.489666730925844,9.0057430,46.9298248
1807,36081052100,190269.000000000000000,0.000000000000000,Census Tract 521,New York,Queens County,2059,759,680,79,3.989089131703010,10.9457998,132.1238098
1808,36081052500,202105.000000000000000,0.000000000000000,Census Tract 525,New York,Queens County,2647,846,816,30,4.185942950446551,11.1982212,117.0848236
1809,36081053100,423497.000000000000000,0.000000000000000,Census Tract 531,New York,Queens County,3638,1512,1385,127,3.570273225075975,10.5589724,59.9681511
1810,36081054500,113474.000000000000000,0.000000000000000,Census Tract 545,New York,Queens County,4061,1515,1376,139,13.351076017413682,17.9570141,105.7142868
1811,36081054700,129153.000000000000000,0.000000000000000,Census Tract 547,New York,Queens County,5163,1635,1458,177,12.659403962741864,18.3675098,122.4125900
1812,36081054900,164280.000000000000000,0.000000000000000,Census Tract 549,New York,Queens County,6139,1733,1618,115,10.549062576089602,18.7093563,112.7472534
1813,36081055100,155133.000000000000000,0.000000000000000,Census Tract 551,New York,Queens County,4466,1697,1564,133,10.939000728407239,17.5972443,116.5813980
1814,36081055300,137026.000000000000000,0.000000000000000,Census Tract 553,New York,Queens County,3114,1066,970,96,7.779545487717660,19.1324997,172.2941132
1815,36081055700,238756.000000000000000,0.000000000000000,Census Tract 557,New York,Queens County,4289,1477,1375,102,6.186231969039522,14.6139717,175.0380249
1816,36081057700,186600.000000000000000,0.000000000000000,Census Tract 577,New York,Queens County,3641,1543,1472,71,8.269024651661308,15.0458927,133.2390289
1817,36081057900,68348.000000000000000,0.000000000000000,Census Tract 579,New York,Queens County,1591,679,607,72,9.934453092994675,11.5413532,180.7012939
1818,36081058100,143606.000000000000000,0.000000000000000,Census Tract 581,New York,Queens County,3264,1269,1137,132,8.836678133225631,11.8271751,140.6603699
1819,36081058300,143113.000000000000000,0.000000000000000,Census Tract 583,New York,Queens County,3718,1490,1353,137,10.411353266300056,13.4498205,154.5652161
1820,36081058500,171163.000000000000000,0.000000000000000,Census Tract 585,New York,Queens County,4737,1656,1609,47,9.674988169172076,13.4879999,158.2500000
1821,36081058700,144531.000000000000000,0.000000000000000,Census Tract 587,New York,Queens County,3532,1522,1349,173,10.530612809708645,12.9490519,138.3396301
1822,36081058900,165272.000000000000000,0.000000000000000,Census Tract 589,New York,Queens County,5053,1936,1853,83,11.714022943995353,16.0598335,106.3186798
1823,36081059100,202060.000000000000000,0.000000000000000,Census Tract 591,New York,Queens County,5735,2410,2299,111,11.927150351380778,15.8583508,104.8938065
1824,36081059300,252144.000000000000000,0.000000000000000,Census Tract 593,New York,Queens County,4274,1634,1516,118,6.480423884764262,12.9772110,170.8007050
1825,36081059900,127081.000000000000000,0.000000000000000,Census Tract 599,New York,Queens County,1231,602,488,114,4.737136157254035,11.3780165,119.8750000
1826,36081060100,154426.000000000000000,0.000000000000000,Census Tract 601,New York,Queens County,2512,904,802,102,5.853936513281442,11.6838884,138.5263214
1827,36081060300,181368.000000000000000,0.000000000000000,Census Tract 603,New York,Queens County,2050,727,663,64,4.008424859953244,12.6115313,160.1100006
1828,36081060701,712989.000000000000000,0.000000000000000,Census Tract 607.01,New York,Queens County,14,14,14,0,0.019635646552752,11.4393997,19.0941029
1829,36081061301,712703.000000000000000,0.000000000000000,Census Tract 613.01,New York,Queens County,5877,2089,1924,165,2.931094719679867,10.9790716,98.1905975
1830,36081061302,487033.000000000000000,0.000000000000000,Census Tract 613.02,New York,Queens County,0,0,0,0,0.000000000000000,11.8047237,21.7854538
1831,36081061900,257858.000000000000000,0.000000000000000,Census Tract 619,New York,Queens County,3657,1263,1167,96,4.898044660239357,11.0043144,137.2640839
1832,36081062100,258272.000000000000000,0.000000000000000,Census Tract 621,New York,Queens County,2938,1138,1001,137,4.406207409242969,11.4549074,135.7647095
1833,36081062300,156656.000000000000000,0.000000000000000,Census Tract 623,New York,Queens County,2210,869,847,22,5.547186191400265,11.4240437,133.0406952
1834,36081062500,198779.000000000000000,0.000000000000000,Census Tract 625,New York,Queens County,2388,962,871,91,4.839545424818517,12.5079498,149.7488556
1835,36081062700,157306.000000000000000,0.000000000000000,Census Tract 627,New York,Queens County,2861,1108,1090,18,7.043596557028975,12.4656487,121.0284119
1836,36081062900,183530.000000000000000,0.000000000000000,Census Tract 629,New York,Queens County,3494,1263,1215,48,6.881708712472076,14.4419041,117.6960754
1837,36081063301,134735.000000000000000,0.000000000000000,Census Tract 633.01,New York,Queens County,1562,578,530,48,4.289902401009389,9.9157629,116.2091522
1838,36081063302,138739.000000000000000,0.000000000000000,Census Tract 633.02,New York,Queens County,1857,616,583,33,4.439991638976784,10.7020359,130.3831177
1839,36081063500,189460.000000000000000,0.000000000000000,Census Tract 635,New York,Queens County,2617,1049,918,131,5.536788768077694,9.8533392,141.9532776
1840,36081063700,695127.000000000000000,0.000000000000000,Census Tract 637,New York,Queens County,3672,1358,1270,88,1.953599845783576,12.3703289,70.2232361
1841,36081063900,251775.000000000000000,0.000000000000000,Census Tract 639,New York,Queens County,3195,1055,1019,36,4.190249230463708,10.5411282,114.5018082
1842,36081064101,85455.000000000000000,0.000000000000000,Census Tract 641.01,New York,Queens County,2537,1084,953,131,12.685038909367504,13.3353415,67.0736847
1843,36081064102,2225376.000000000000000,0.000000000000000,Census Tract 641.02,New York,Queens County,0,0,0,0,0.000000000000000,12.8197851,4.1918254
1844,36081064500,309592.000000000000000,0.000000000000000,Census Tract 645,New York,Queens County,2001,827,758,69,2.671257655236569,13.4636917,69.4577255
1845,36081065501,812085.000000000000000,0.000000000000000,Census Tract 655.01,New York,Queens County,0,0,0,0,0.000000000000000,14.2315569,12.9623890
1846,36081065702,144106.000000000000000,0.000000000000000,Census Tract 657.02,New York,Queens County,1376,698,569,129,4.843656752668175,11.7879686,165.4968567
1847,36081065703,268451.000000000000000,0.000000000000000,Census Tract 657.03,New York,Queens County,3057,1252,1057,195,4.663793392462684,11.3195019,135.5000000
1848,36081065900,193751.000000000000000,0.000000000000000,Census Tract 659,New York,Queens County,2066,692,652,40,3.571594469189836,11.4016943,79.7892380
1849,36081066100,133576.000000000000000,0.000000000000000,Census Tract 661,New York,Queens County,1689,711,639,72,5.322812481284062,11.7075653,127.5208359
1850,36081066501,327798.000000000000000,0.000000000000000,Census Tract 665.01,New York,Queens County,4333,1678,1593,85,5.119006217243546,11.8347282,123.1657486
1851,36081066701,252633.000000000000000,0.000000000000000,Census Tract 667.01,New York,Queens County,2894,1059,880,179,4.191851420835758,11.1335144,122.1500015
1852,36081066900,160094.000000000000000,0.000000000000000,Census Tract 669,New York,Queens County,1625,752,603,149,4.697240371281872,14.3370848,117.5999985
1853,36081067100,229104.000000000000000,0.000000000000000,Census Tract 671,New York,Queens County,2684,969,947,22,4.229520217892310,16.8416328,143.2392120
1854,36081067700,185953.000000000000000,0.000000000000000,Census Tract 677,New York,Queens County,1934,733,691,42,3.941856275510478,15.5016117,124.1990280
1855,36081067900,253614.000000000000000,0.000000000000000,Census Tract 679,New York,Queens County,4812,1885,1751,134,7.432554985134891,17.9012508,89.2064056
1856,36081068300,244391.000000000000000,0.000000000000000,Census Tract 683,New York,Queens County,4332,1743,1645,98,7.132013863030963,18.1944542,145.0666656
1857,36081068700,278501.000000000000000,0.000000000000000,Census Tract 687,New York,Queens County,4354,2116,2024,92,7.597818320221471,19.2563000,139.7774200
1858,36081069300,142998.000000000000000,0.000000000000000,Census Tract 693,New York,Queens County,3119,1377,1272,105,9.629505307766541,18.2242203,148.2187500
1859,36081069500,213219.000000000000000,0.000000000000000,Census Tract 695,New York,Queens County,2381,941,812,129,4.413302754444961,18.5447617,155.5400848
1860,36081069701,132473.000000000000000,0.000000000000000,Census Tract 697.01,New York,Queens County,4299,1938,1792,146,14.629396178843992,18.0174751,103.6824341
1861,36081069702,441419.000000000000000,0.000000000000000,Census Tract 697.02,New York,Queens County,4351,1652,1604,48,3.742475969543676,17.1828957,130.7770996
